PAR,1,2,64,3631690
LIN,1,2,1,192
PAR,2,2,64,17708
LIN,2,2,1,59
PAR,3,2,64,21082
LIN,3,2,1,558
PAR,4,3,64,11057
LIN,4,3,1,201
PAR,5,4,64,19856
LIN,5,4,1,350
PAR,6,5,64,20882
LIN,6,5,1,632
PAR,7,20,64,3942046
LIN,7,20,1,7642225
PAR,8,21,64,901917
LIN,8,21,1,13725392
PAR,9,25,64,5175955
LIN,9,25,1,208312683
PAR,10,21,64,1377056
LIN,10,21,1,15603271
PAR,11,30,64,212522139
LIN,11,30,1,8017376907
PAR,12,21,64,1877816
LIN,12,21,1,20407469
PAR,13,39,64,70322093511
PAR,22,2,64,38593
LIN,22,2,1,193
PAR,23,4,64,30633
LIN,23,4,1,340
PAR,24,5,64,37805
LIN,24,5,1,488
PAR,25,8,64,72816
LIN,25,8,1,2228
PAR,26,9,64,72410
LIN,26,9,1,4585
PAR,27,12,64,92845
LIN,27,12,1,32006
PAR,28,10,64,70889
LIN,28,10,1,9029
PAR,29,12,64,93590
LIN,29,12,1,31044
PAR,30,16,64,291386
LIN,30,16,1,502030
PAR,31,18,64,262839
LIN,31,18,1,1900803
PAR,32,18,64,293806
LIN,32,18,1,2012230
PAR,33,21,64,578196
LIN,33,21,1,15071091
PAR,34,24,64,3331866
LIN,34,24,1,105018449
PAR,35,26,64,10541825
LIN,35,26,1,414697110
PAR,36,28,64,37076266
LIN,36,28,1,1651764620
PAR,37,29,64,69057737
LIN,37,29,1,3360351613
PAR,38,27,64,16905310
LIN,38,27,1,826769257
PAR,39,29,64,64391332
LIN,39,29,1,3301361964
PAR,40,31,64,246727261
LIN,40,31,1,13732576689
PAR,41,34,64,2065586200
LIN,41,34,1,107081853715
PAR,42,35,64,4494908045
PAR,43,36,64,7936542807
PAR,44,40,64,115131982424
PAR,45,39,64,70804368294
PAR,46,42,64,516775826171
PAR,47,43,64,1139067948753
PAR,48,43,64,925528463838
PAR,49,41,64,295703041865
PAR,50,40,64,129361105908
PAR,1,2,64,23422
LIN,1,2,1,197
PAR,2,2,64,37443
LIN,2,2,1,55
PAR,3,2,64,13509
LIN,3,2,1,349
PAR,4,3,64,34738
LIN,4,3,1,307
PAR,5,4,64,28775
LIN,5,4,1,402
PAR,6,5,64,50173
LIN,6,5,1,610
PAR,7,20,64,472014
LIN,7,20,1,8184295
PAR,8,21,64,749435
LIN,8,21,1,13797612
PAR,9,25,64,4868568
LIN,9,25,1,207363720
PAR,10,21,64,1239153
LIN,10,21,1,14555875
PAR,11,30,64,206135247
LIN,11,30,1,9468668126
PAR,12,21,64,1551840
LIN,12,21,1,20663297
PAR,13,39,64,69960117619
PAR,22,2,64,22639
LIN,22,2,1,234
PAR,23,4,64,35714
LIN,23,4,1,362
PAR,24,5,64,55129
LIN,24,5,1,412
PAR,25,8,64,79609
LIN,25,8,1,2392
PAR,26,9,64,88045
LIN,26,9,1,4357
PAR,27,12,64,90811
LIN,27,12,1,31593
PAR,28,10,64,64289
LIN,28,10,1,9450
PAR,29,12,64,86555
LIN,29,12,1,31467
PAR,30,16,64,146344
LIN,30,16,1,505349
PAR,31,18,64,243588
LIN,31,18,1,1993292
PAR,32,18,64,268672
LIN,32,18,1,2007746
PAR,33,21,64,573742
LIN,33,21,1,15022412
PAR,34,24,64,3350800
LIN,34,24,1,104987467
PAR,35,26,64,11660940
LIN,35,26,1,413879567
PAR,36,28,64,35239274
LIN,36,28,1,1647802617
PAR,37,29,64,67495048
LIN,37,29,1,3301692203
PAR,38,27,64,16368341
LIN,38,27,1,823984440
PAR,39,29,64,63222752
LIN,39,29,1,3296241172
PAR,40,31,64,251214545
LIN,40,31,1,13453758101
PAR,41,34,64,2203361792
LIN,41,34,1,106836937222
PAR,42,35,64,4463485451
PAR,43,36,64,7888565484
PAR,44,40,64,114714281044
PAR,45,39,64,71096303219
PAR,46,42,64,515717584026
PAR,47,43,64,1132300114743
PAR,48,43,64,918070789556
PAR,49,41,64,293262729704
PAR,50,40,64,129246007470
PAR,1,2,64,24089
LIN,1,2,1,160
PAR,2,2,64,29866
LIN,2,2,1,73
PAR,3,2,64,24795
LIN,3,2,1,137
PAR,4,3,64,34386
LIN,4,3,1,196
PAR,5,4,64,32541
LIN,5,4,1,363
PAR,6,5,64,45498
LIN,6,5,1,692
PAR,7,20,64,436346
LIN,7,20,1,8310259
PAR,8,21,64,775034
LIN,8,21,1,14919421
PAR,9,25,64,4520215
LIN,9,25,1,208446607
PAR,10,21,64,1325681
LIN,10,21,1,15023733
PAR,11,30,64,206066999
LIN,11,30,1,8864875811
PAR,12,21,64,1644502
LIN,12,21,1,22038848
PAR,13,39,64,69778632545
PAR,22,2,64,28667
LIN,22,2,1,295
PAR,23,4,64,33491
LIN,23,4,1,349
PAR,24,5,64,35316
LIN,24,5,1,539
PAR,25,8,64,52369
LIN,25,8,1,2129
PAR,26,9,64,83465
LIN,26,9,1,4363
PAR,27,12,64,90653
LIN,27,12,1,32075
PAR,28,10,64,72441
LIN,28,10,1,9404
PAR,29,12,64,100892
LIN,29,12,1,31428
PAR,30,16,64,173252
LIN,30,16,1,509829
PAR,31,18,64,303217
LIN,31,18,1,2050652
PAR,32,18,64,265845
LIN,32,18,1,2048947
PAR,33,21,64,608774
LIN,33,21,1,15607673
PAR,34,24,64,2900380
LIN,34,24,1,110432261
PAR,35,26,64,10789208
LIN,35,26,1,413699425
PAR,36,28,64,34635792
LIN,36,28,1,1649177306
PAR,37,29,64,70444966
LIN,37,29,1,3298242754
PAR,38,27,64,16542248
LIN,38,27,1,824575493
PAR,39,29,64,62559704
LIN,39,29,1,3298284287
PAR,40,31,64,244990000
LIN,40,31,1,13585525790
PAR,41,34,64,2033529225
LIN,41,34,1,106249326823
PAR,42,35,64,4460375404
PAR,43,36,64,7935637686
PAR,44,40,64,117032865371
PAR,45,39,64,71773118288
PAR,46,42,64,516550961063
PAR,47,43,64,1138391346495
PAR,48,43,64,941307097193
PAR,49,41,64,295117853650
PAR,50,40,64,129995007965
PAR,1,2,64,18561
LIN,1,2,1,218
PAR,2,2,64,14743
LIN,2,2,1,80
PAR,3,2,64,29774
LIN,3,2,1,119
PAR,4,3,64,29572
LIN,4,3,1,185
PAR,5,4,64,37533
LIN,5,4,1,369
PAR,6,5,64,46600
LIN,6,5,1,601
PAR,7,20,64,427279
LIN,7,20,1,8325660
PAR,8,21,64,764175
LIN,8,21,1,14586773
PAR,9,25,64,5091560
LIN,9,25,1,207784181
PAR,10,21,64,1207735
LIN,10,21,1,14836589
PAR,11,30,64,207459293
LIN,11,30,1,8167865579
PAR,12,21,64,1768377
LIN,12,21,1,20027621
PAR,13,39,64,70214645774
PAR,22,2,64,23777
LIN,22,2,1,198
PAR,23,4,64,27911
LIN,23,4,1,328
PAR,24,5,64,48958
LIN,24,5,1,377
PAR,25,8,64,85553
LIN,25,8,1,2343
PAR,26,9,64,56807
LIN,26,9,1,4598
PAR,27,12,64,105777
LIN,27,12,1,31684
PAR,28,10,64,89005
LIN,28,10,1,9835
PAR,29,12,64,91751
LIN,29,12,1,34495
PAR,30,16,64,207092
LIN,30,16,1,509653
PAR,31,18,64,337247
LIN,31,18,1,2080557
PAR,32,18,64,277439
LIN,32,18,1,2052411
PAR,33,21,64,558107
LIN,33,21,1,15227566
PAR,34,24,64,3142010
LIN,34,24,1,104581394
PAR,35,26,64,11511883
LIN,35,26,1,414619135
PAR,36,28,64,35584981
LIN,36,28,1,1647269893
PAR,37,29,64,69320434
LIN,37,29,1,3310352677
PAR,38,27,64,15832010
LIN,38,27,1,825427174
PAR,39,29,64,67205052
LIN,39,29,1,3563140868
PAR,40,31,64,247984264
LIN,40,31,1,13379785492
PAR,41,34,64,2053433486
LIN,41,34,1,106713376410
PAR,42,35,64,4484400557
PAR,43,36,64,7936048114
PAR,44,40,64,115194273703
PAR,45,39,64,71021105978
PAR,46,42,64,544757739444
PAR,47,43,64,1178785659453
PAR,48,43,64,922530998184
PAR,49,41,64,293182867485
PAR,50,40,64,129584039782
PAR,1,2,64,23071
LIN,1,2,1,192
PAR,2,2,64,9372
LIN,2,2,1,80
PAR,3,2,64,21110
LIN,3,2,1,150
PAR,4,3,64,31421
LIN,4,3,1,205
PAR,5,4,64,33881
LIN,5,4,1,339
PAR,6,5,64,70301
LIN,6,5,1,552
PAR,7,20,64,453290
LIN,7,20,1,8372415
PAR,8,21,64,746805
LIN,8,21,1,14007384
PAR,9,25,64,4562347
LIN,9,25,1,208280790
PAR,10,21,64,1424689
LIN,10,21,1,14076000
PAR,11,30,64,206885380
LIN,11,30,1,8189236457
PAR,12,21,64,1617568
LIN,12,21,1,20020094
PAR,13,39,64,70358241086
PAR,22,2,64,26847
LIN,22,2,1,415
PAR,23,4,64,23004
LIN,23,4,1,364
PAR,24,5,64,49169
LIN,24,5,1,545
PAR,25,8,64,57381
LIN,25,8,1,2070
PAR,26,9,64,75770
LIN,26,9,1,4854
PAR,27,12,64,121906
LIN,27,12,1,36729
PAR,28,10,64,62103
LIN,28,10,1,9719
PAR,29,12,64,88415
LIN,29,12,1,31792
PAR,30,16,64,179504
LIN,30,16,1,501333
PAR,31,18,64,257836
LIN,31,18,1,1993316
PAR,32,18,64,267862
LIN,32,18,1,2034540
PAR,33,21,64,519534
LIN,33,21,1,15390184
PAR,34,24,64,3379505
LIN,34,24,1,110676444
PAR,35,26,64,9966122
LIN,35,26,1,414794609
PAR,36,28,64,33906028
LIN,36,28,1,1654309262
PAR,37,29,64,66507488
LIN,37,29,1,3306864678
PAR,38,27,64,15760922
LIN,38,27,1,826301893
PAR,39,29,64,62475518
LIN,39,29,1,3307438392
PAR,40,31,64,244453308
LIN,40,31,1,13281389074
PAR,41,34,64,2051690218
LIN,41,34,1,107563134042
PAR,42,35,64,4463513368
PAR,43,36,64,7879062492
PAR,44,40,64,114050221475
PAR,45,39,64,70310813585
PAR,46,42,64,514097116419
PAR,47,43,64,1198727798536
PAR,48,43,64,917733280062
PAR,49,41,64,292775958591
PAR,50,40,64,129660735760
PAR,1,2,64,22280
LIN,1,2,1,222
PAR,2,2,64,36261
LIN,2,2,1,55
PAR,3,2,64,25995
LIN,3,2,1,127
PAR,4,3,64,20503
LIN,4,3,1,178
PAR,5,4,64,28460
LIN,5,4,1,408
PAR,6,5,64,47527
LIN,6,5,1,534
PAR,7,20,64,470102
LIN,7,20,1,7638254
PAR,8,21,64,781322
LIN,8,21,1,14437162
PAR,9,25,64,4449395
LIN,9,25,1,215620328
PAR,10,21,64,1255604
LIN,10,21,1,14929996
PAR,11,30,64,202577739
LIN,11,30,1,8112085021
PAR,12,21,64,1630725
LIN,12,21,1,20863146
PAR,13,39,64,70048141577
PAR,22,2,64,28403
LIN,22,2,1,136
PAR,23,4,64,26112
LIN,23,4,1,345
PAR,24,5,64,45339
LIN,24,5,1,504
PAR,25,8,64,73363
LIN,25,8,1,2433
PAR,26,9,64,69006
LIN,26,9,1,4189
PAR,27,12,64,89083
LIN,27,12,1,32105
PAR,28,10,64,75927
LIN,28,10,1,9910
PAR,29,12,64,116106
LIN,29,12,1,31548
PAR,30,16,64,192279
LIN,30,16,1,507625
PAR,31,18,64,261373
LIN,31,18,1,2068377
PAR,32,18,64,262675
LIN,32,18,1,2058562
PAR,33,21,64,587880
LIN,33,21,1,15054889
PAR,34,24,64,3375045
LIN,34,24,1,114508201
PAR,35,26,64,10807579
LIN,35,26,1,438956674
PAR,36,28,64,35466508
LIN,36,28,1,1658738788
PAR,37,29,64,66903253
LIN,37,29,1,3559014866
PAR,38,27,64,15710740
LIN,38,27,1,824741715
PAR,39,29,64,63302296
LIN,39,29,1,3297945230
PAR,40,31,64,247177915
LIN,40,31,1,13164471121
PAR,41,34,64,2034406534
LIN,41,34,1,105755196276
PAR,42,35,64,4462193465
PAR,43,36,64,7880560104
PAR,44,40,64,114637241835
PAR,45,39,64,70293330454
PAR,46,42,64,512819696762
PAR,47,43,64,1128723201735
PAR,48,43,64,939450489241
PAR,49,41,64,293233185042
PAR,50,40,64,131384887413
PAR,1,2,64,54773
LIN,1,2,1,204
PAR,2,2,64,12301
LIN,2,2,1,58
PAR,3,2,64,30230
LIN,3,2,1,143
PAR,4,3,64,39333
LIN,4,3,1,169
PAR,5,4,64,41043
LIN,5,4,1,373
PAR,6,5,64,49538
LIN,6,5,1,676
PAR,7,20,64,3197819
LIN,7,20,1,9214163
PAR,8,21,64,1264722
LIN,8,21,1,16107217
PAR,9,25,64,17217567
LIN,9,25,1,260057298
PAR,10,21,64,3371617
LIN,10,21,1,18408233
PAR,11,30,64,250759548
LIN,11,30,1,9892028995
PAR,12,21,64,1624170
LIN,12,21,1,20813754
PAR,13,39,64,69854744367
PAR,22,2,64,29611
LIN,22,2,1,239
PAR,23,4,64,15518
LIN,23,4,1,467
PAR,24,5,64,57191
LIN,24,5,1,543
PAR,25,8,64,68090
LIN,25,8,1,2129
PAR,26,9,64,76360
LIN,26,9,1,4336
PAR,27,12,64,120321
LIN,27,12,1,31569
PAR,28,10,64,71906
LIN,28,10,1,10505
PAR,29,12,64,81652
LIN,29,12,1,31109
PAR,30,16,64,160466
LIN,30,16,1,496809
PAR,31,18,64,236443
LIN,31,18,1,2033452
PAR,32,18,64,249774
LIN,32,18,1,2021392
PAR,33,21,64,602245
LIN,33,21,1,14499535
PAR,34,24,64,3152556
LIN,34,24,1,104950262
PAR,35,26,64,10993430
LIN,35,26,1,413820307
PAR,36,28,64,33675187
LIN,36,28,1,1696944497
PAR,37,29,64,67522723
LIN,37,29,1,3456824297
PAR,38,27,64,16822253
LIN,38,27,1,823894787
PAR,39,29,64,65388010
LIN,39,29,1,3295070787
PAR,40,31,64,245575956
LIN,40,31,1,13386680715
PAR,41,34,64,2019629850
LIN,41,34,1,106767287046
PAR,42,35,64,4398408851
PAR,43,36,64,7765588619
PAR,44,40,64,112479242442
PAR,45,39,64,69858432753
PAR,46,42,64,505181057392
PAR,47,43,64,1126216069660
PAR,48,43,64,917250712618
PAR,49,41,64,293569176511
PAR,50,40,64,127947974489
PAR,1,2,64,35095
LIN,1,2,1,211
PAR,2,2,64,13436
LIN,2,2,1,54
PAR,3,2,64,20347
LIN,3,2,1,136
PAR,4,3,64,25299
LIN,4,3,1,189
PAR,5,4,64,45340
LIN,5,4,1,376
PAR,6,5,64,52398
LIN,6,5,1,545
PAR,7,20,64,495054
LIN,7,20,1,8286304
PAR,8,21,64,684977
LIN,8,21,1,14926892
PAR,9,25,64,4392426
LIN,9,25,1,225430986
PAR,10,21,64,1291683
LIN,10,21,1,15571794
PAR,11,30,64,202024342
LIN,11,30,1,8855635888
PAR,12,21,64,1638002
LIN,12,21,1,19689346
PAR,13,39,64,69459712289
PAR,22,2,64,21682
LIN,22,2,1,226
PAR,23,4,64,32984
LIN,23,4,1,339
PAR,24,5,64,51374
LIN,24,5,1,491
PAR,25,8,64,50258
LIN,25,8,1,2524
PAR,26,9,64,53412
LIN,26,9,1,4275
PAR,27,12,64,113545
LIN,27,12,1,31973
PAR,28,10,64,68683
LIN,28,10,1,9271
PAR,29,12,64,95955
LIN,29,12,1,31435
PAR,30,16,64,160887
LIN,30,16,1,501853
PAR,31,18,64,270005
LIN,31,18,1,2046155
PAR,32,18,64,242729
LIN,32,18,1,2027463
PAR,33,21,64,546858
LIN,33,21,1,15059679
PAR,34,24,64,3192549
LIN,34,24,1,105106966
PAR,35,26,64,10003103
LIN,35,26,1,413723367
PAR,36,28,64,33462438
LIN,36,28,1,1646537871
PAR,37,29,64,66555304
LIN,37,29,1,3292327769
PAR,38,27,64,15654755
LIN,38,27,1,823464924
PAR,39,29,64,61776045
LIN,39,29,1,3295072289
PAR,40,31,64,240822323
LIN,40,31,1,13145674878
PAR,41,34,64,2006985696
LIN,41,34,1,107713686733
PAR,42,35,64,4396671420
PAR,43,36,64,7772898882
PAR,44,40,64,113645868371
PAR,45,39,64,69495491678
PAR,46,42,64,518212585292
PAR,47,43,64,1124218125774
PAR,48,43,64,907659305888
PAR,49,41,64,289398787360
PAR,50,40,64,127641963719
PAR,1,2,64,43050
LIN,1,2,1,217
PAR,2,2,64,35025
LIN,2,2,1,66
PAR,3,2,64,27753
LIN,3,2,1,149
PAR,4,3,64,30729
LIN,4,3,1,198
PAR,5,4,64,46989
LIN,5,4,1,406
PAR,6,5,64,74996
LIN,6,5,1,526
PAR,7,20,64,508048
LIN,7,20,1,8413343
PAR,8,21,64,762589
LIN,8,21,1,13580791
PAR,9,25,64,4506820
LIN,9,25,1,218890179
PAR,10,21,64,1265425
LIN,10,21,1,14584368
PAR,11,30,64,202553780
LIN,11,30,1,9403191718
PAR,12,21,64,1697419
LIN,12,21,1,20319460
PAR,13,39,64,68864388577
PAR,22,2,64,28964
LIN,22,2,1,195
PAR,23,4,64,22862
LIN,23,4,1,369
PAR,24,5,64,46826
LIN,24,5,1,472
PAR,25,8,64,77297
LIN,25,8,1,2304
PAR,26,9,64,78251
LIN,26,9,1,4434
PAR,27,12,64,108868
LIN,27,12,1,31748
PAR,28,10,64,80424
LIN,28,10,1,9292
PAR,29,12,64,114262
LIN,29,12,1,31892
PAR,30,16,64,191185
LIN,30,16,1,489566
PAR,31,18,64,246195
LIN,31,18,1,1997638
PAR,32,18,64,239724
LIN,32,18,1,2043134
PAR,33,21,64,525185
LIN,33,21,1,14892008
PAR,34,24,64,3132242
LIN,34,24,1,105255113
PAR,35,26,64,10035372
LIN,35,26,1,413397218
PAR,36,28,64,33326336
LIN,36,28,1,1646114382
PAR,37,29,64,65811435
LIN,37,29,1,3293405832
PAR,38,27,64,14882375
LIN,38,27,1,823635904
PAR,39,29,64,60978366
LIN,39,29,1,3293589545
PAR,40,31,64,240818052
LIN,40,31,1,13691216612
PAR,41,34,64,2008823708
LIN,41,34,1,107578021843
PAR,42,35,64,4421596698
PAR,43,36,64,7766148684
PAR,44,40,64,112490442737
PAR,45,39,64,69818144064
PAR,46,42,64,510310242442
PAR,47,43,64,1119101099580
PAR,48,43,64,907408234894
PAR,49,41,64,292311680209
PAR,50,40,64,129143025213
PAR,1,2,64,23703
LIN,1,2,1,271
PAR,2,2,64,32439
LIN,2,2,1,74
PAR,3,2,64,24562
LIN,3,2,1,144
PAR,4,3,64,40042
LIN,4,3,1,170
PAR,5,4,64,60345
LIN,5,4,1,302
PAR,6,5,64,38408
LIN,6,5,1,564
PAR,7,20,64,492042
LIN,7,20,1,7544409
PAR,8,21,64,713189
LIN,8,21,1,14080086
PAR,9,25,64,4589211
LIN,9,25,1,207361778
PAR,10,21,64,1173598
LIN,10,21,1,14504568
PAR,11,30,64,206109567
LIN,11,30,1,8734623205
PAR,12,21,64,1567624
LIN,12,21,1,20392420
PAR,13,39,64,69884056947
PAR,22,2,64,18967
LIN,22,2,1,188
PAR,23,4,64,30258
LIN,23,4,1,377
PAR,24,5,64,51143
LIN,24,5,1,502
PAR,25,8,64,61335
LIN,25,8,1,2151
PAR,26,9,64,74716
LIN,26,9,1,4619
PAR,27,12,64,77738
LIN,27,12,1,31919
PAR,28,10,64,65657
LIN,28,10,1,9331
PAR,29,12,64,74749
LIN,29,12,1,31525
PAR,30,16,64,207024
LIN,30,16,1,505985
PAR,31,18,64,269675
LIN,31,18,1,2049294
PAR,32,18,64,224516
LIN,32,18,1,2023100
PAR,33,21,64,610866
LIN,33,21,1,14517637
PAR,34,24,64,3133731
LIN,34,24,1,105174220
PAR,35,26,64,10029520
LIN,35,26,1,414468748
PAR,36,28,64,33854706
LIN,36,28,1,1803530546
PAR,37,29,64,89190122
LIN,37,29,1,3315055769
PAR,38,27,64,15610100
LIN,38,27,1,824998083
PAR,39,29,64,63223183
LIN,39,29,1,3294048724
PAR,40,31,64,243007931
LIN,40,31,1,13459831303
PAR,41,34,64,2033637725
LIN,41,34,1,106581062715
PAR,42,35,64,4463185130
PAR,43,36,64,7888625610
PAR,44,40,64,114121031623
PAR,45,39,64,70290023232
PAR,46,42,64,511125009708
PAR,47,43,64,1125242950996
PAR,48,43,64,906440700722
PAR,49,41,64,291010644910
PAR,50,40,64,129397387170
PAR,1,2,64,10220
LIN,1,2,1,229
PAR,2,2,64,18297
LIN,2,2,1,67
PAR,3,2,64,9087
LIN,3,2,1,120
PAR,4,3,64,17829
LIN,4,3,1,160
PAR,5,4,64,39907
LIN,5,4,1,337
PAR,6,5,64,54795
LIN,6,5,1,623
PAR,7,20,64,504635
LIN,7,20,1,8000819
PAR,8,21,64,759809
LIN,8,21,1,14832402
PAR,9,25,64,4644538
LIN,9,25,1,214918653
PAR,10,21,64,1357808
LIN,10,21,1,15442437
PAR,11,30,64,206304300
LIN,11,30,1,8119274683
PAR,12,21,64,1706821
LIN,12,21,1,20793434
PAR,13,39,64,69836802946
PAR,22,2,64,41232
LIN,22,2,1,209
PAR,23,4,64,32269
LIN,23,4,1,329
PAR,24,5,64,26792
LIN,24,5,1,526
PAR,25,8,64,72710
LIN,25,8,1,2224
PAR,26,9,64,67237
LIN,26,9,1,4341
PAR,27,12,64,101006
LIN,27,12,1,32024
PAR,28,10,64,68065
LIN,28,10,1,10182
PAR,29,12,64,109768
LIN,29,12,1,31534
PAR,30,16,64,161673
LIN,30,16,1,509863
PAR,31,18,64,249252
LIN,31,18,1,2038857
PAR,32,18,64,265860
LIN,32,18,1,2017549
PAR,33,21,64,548200
LIN,33,21,1,14593151
PAR,34,24,64,3436468
LIN,34,24,1,105503157
PAR,35,26,64,10062461
LIN,35,26,1,415143409
PAR,36,28,64,33889032
LIN,36,28,1,1651662392
PAR,37,29,64,68761848
LIN,37,29,1,3304485354
PAR,38,27,64,15737733
LIN,38,27,1,825738684
PAR,39,29,64,62073497
LIN,39,29,1,3432967298
PAR,40,31,64,246607888
LIN,40,31,1,13184632233
PAR,41,34,64,2034770446
LIN,41,34,1,106379149241
PAR,42,35,64,4464785141
PAR,43,36,64,7885259666
PAR,44,40,64,114218640096
PAR,45,39,64,70496329311
PAR,46,42,64,512021720775
PAR,47,43,64,1127022853925
PAR,48,43,64,989260788845
PAR,49,41,64,329583696666
PAR,50,40,64,139352442386
PAR,1,2,64,27799
LIN,1,2,1,189
PAR,2,2,64,22469
LIN,2,2,1,77
PAR,3,2,64,18821
LIN,3,2,1,153
PAR,4,3,64,34746
LIN,4,3,1,173
PAR,5,4,64,44786
LIN,5,4,1,388
PAR,6,5,64,47521
LIN,6,5,1,566
PAR,7,20,64,527220
LIN,7,20,1,8175444
PAR,8,21,64,688146
LIN,8,21,1,13742063
PAR,9,25,64,5357843
LIN,9,25,1,233049125
PAR,10,21,64,1272584
LIN,10,21,1,15812991
PAR,11,30,64,226236256
LIN,11,30,1,8780069980
PAR,12,21,64,1694899
LIN,12,21,1,22014314
PAR,13,39,64,75301467578
PAR,22,2,64,24490
LIN,22,2,1,266
PAR,23,4,64,38674
LIN,23,4,1,375
PAR,24,5,64,40517
LIN,24,5,1,445
PAR,25,8,64,59743
LIN,25,8,1,2186
PAR,26,9,64,86473
LIN,26,9,1,4286
PAR,27,12,64,94779
LIN,27,12,1,31536
PAR,28,10,64,86150
LIN,28,10,1,9331
PAR,29,12,64,104684
LIN,29,12,1,31576
PAR,30,16,64,174466
LIN,30,16,1,500041
PAR,31,18,64,298400
LIN,31,18,1,2032192
PAR,32,18,64,269258
LIN,32,18,1,2018216
PAR,33,21,64,623152
LIN,33,21,1,15405069
PAR,34,24,64,3299553
LIN,34,24,1,116960114
PAR,35,26,64,12075783
LIN,35,26,1,451714230
PAR,36,28,64,37223348
LIN,36,28,1,1791358992
PAR,37,29,64,77561059
LIN,37,29,1,3605137883
PAR,38,27,64,18721604
LIN,38,27,1,929198909
PAR,39,29,64,69160937
LIN,39,29,1,3595737744
PAR,40,31,64,266661022
LIN,40,31,1,14467134786
PAR,41,34,64,2195696845
LIN,41,34,1,120617341983
PAR,42,35,64,4787875527
PAR,43,36,64,8476001812
PAR,44,40,64,122925503904
PAR,45,39,64,75655868690
PAR,46,42,64,558852704333
PAR,47,43,64,1124760315565
PAR,48,43,64,915399953577
PAR,49,41,64,292382022897
PAR,50,40,64,129402493335
PAR,1,2,64,9604
LIN,1,2,1,226
PAR,2,2,64,17893
LIN,2,2,1,62
PAR,3,2,64,27083
LIN,3,2,1,148
PAR,4,3,64,29224
LIN,4,3,1,180
PAR,5,4,64,32361
LIN,5,4,1,354
PAR,6,5,64,35578
LIN,6,5,1,627
PAR,7,20,64,516576
LIN,7,20,1,8701151
PAR,8,21,64,821854
LIN,8,21,1,14243668
PAR,9,25,64,4621732
LIN,9,25,1,224163018
PAR,10,21,64,1364118
LIN,10,21,1,15710669
PAR,11,30,64,206073354
LIN,11,30,1,8437337008
PAR,12,21,64,1536580
LIN,12,21,1,20307215
PAR,13,39,64,69865873886
PAR,22,2,64,23633
LIN,22,2,1,200
PAR,23,4,64,36471
LIN,23,4,1,413
PAR,24,5,64,36171
LIN,24,5,1,465
PAR,25,8,64,70005
LIN,25,8,1,2352
PAR,26,9,64,74679
LIN,26,9,1,4510
PAR,27,12,64,112959
LIN,27,12,1,31608
PAR,28,10,64,64825
LIN,28,10,1,9425
PAR,29,12,64,93841
LIN,29,12,1,31397
PAR,30,16,64,200769
LIN,30,16,1,505447
PAR,31,18,64,245728
LIN,31,18,1,2041965
PAR,32,18,64,249448
LIN,32,18,1,2031550
PAR,33,21,64,591179
LIN,33,21,1,14828810
PAR,34,24,64,3500513
LIN,34,24,1,105718803
